,nb_jours_abonne,durée_appel_jour(minutes),nb_appel_jour,cout_appel_jour,durée_appel_soirée(minutes),nb_appel_soirée,cout_appel_soirée,durée_appel_nuit(minutes),nb_appel_nuit,cout_appel_nuit,durée_appel_inter(minutes),nb_appel_inter,cout_appel_inter,active_msg_vocaux,nb_msg_vocaux,nb_reclamation,churn
2232,104.0,97.2,88.0,16.52,155.6,85.0,13.23,261.6,105.0,11.77,12.4,5.0,3.35, no,0,0.0, False.
2233,89.0,137.9,96.0,23.44,192.6,63.0,16.37,255.7,125.0,11.51,11.0,5.0,2.97, no,0,1.0, False.
2234,127.0,224.3,112.0,38.13,185.7,103.0,15.78,159.4,83.0,7.17,10.0,1.0,2.7, no,0,2.0, False.
2235,117.0,207.6,65.0,35.29,152.7,77.0,12.98,232.8,95.0,10.48,9.7,3.0,2.62, yes,13,1.0, False.
2236,128.0,268.1,95.0,45.58,120.5,126.0,10.24,220.8,121.0,9.94,14.4,6.0,3.89, no,0,2.0, False.
2237,88.0,166.7,61.0,28.34,179.3,88.0,15.24,242.7,131.0,10.92,6.8,7.0,1.84, no,0,4.0, True.
2238,61.0,267.1,104.0,45.41,180.4,131.0,15.33,230.6,106.0,10.38,17.3,4.0,4.67, no,0,1.0, True.
2239,22.0,181.8,108.0,30.91,198.6,148.0,16.88,206.6,96.0,9.3,9.3,3.0,2.51, no,0,2.0, False.
2240,78.0,147.1,80.0,25.01,199.7,100.0,16.97,160.7,106.0,7.23,13.7,7.0,3.7, no,0,0.0, False.
2241,56.0,37.7,115.0,6.41,144.1,111.0,12.25,226.6,101.0,10.2,4.9,3.0,1.32, yes,29,1.0, False.
2242,192.0,185.0,88.0,31.45,224.9,98.0,19.12,212.4,105.0,9.56,11.4,3.0,3.08, no,0,2.0, False.
2243,70.0,156.4,108.0,26.59,171.0,116.0,14.54,196.1,96.0,8.82,8.6,4.0,2.32, no,0,2.0, False.
2244,148.0,239.3,84.0,40.68,195.7,85.0,16.63,232.6,104.0,10.47,10.9,3.0,2.94, no,0,1.0, False.
2245,65.0,215.5,129.0,36.64,161.9,77.0,13.76,128.3,91.0,5.77,8.8,5.0,2.38, yes,29,2.0, False.
2246,119.0,134.9,70.0,22.93,211.5,74.0,17.98,188.5,105.0,8.48,11.3,6.0,3.05, no,0,1.0, False.
2247,80.0,194.8,116.0,33.12,209.9,93.0,17.84,194.1,100.0,8.73,12.8,3.0,3.46, no,0,0.0, False.
2248,152.0,239.1,105.0,40.65,209.1,111.0,17.77,268.2,130.0,12.07,13.3,3.0,3.59, yes,20,5.0, False.
2249,113.0,92.6,85.0,15.74,177.6,92.0,15.1,159.8,72.0,7.19,14.4,4.0,3.89, no,0,3.0, False.
2250,75.0,209.4,133.0,35.6,211.5,121.0,17.98,291.2,123.0,13.1,7.2,4.0,1.94, no,0,1.0, False.
2251,80.0,197.6,83.0,33.59,164.5,86.0,13.98,94.0,98.0,4.23,6.4,6.0,1.73, no,0,1.0, False.
2252,148.0,17.6,121.0,2.99,161.7,125.0,13.74,203.1,82.0,9.14,10.6,6.0,2.86, no,0,1.0, False.
2253,63.0,62.9,112.0,10.69,202.9,111.0,17.25,259.0,58.0,11.66,8.9,8.0,2.4, no,0,1.0, False.
2254,97.0,202.3,97.0,34.39,69.2,84.0,5.88,257.6,64.0,11.59,6.7,3.0,1.81, yes,28,1.0, False.
2255,166.0,136.1,116.0,23.14,181.4,93.0,15.42,131.4,108.0,5.91,11.3,4.0,3.05, no,0,0.0, False.
2256,94.0,207.0,109.0,35.19,167.4,80.0,14.23,238.2,117.0,10.72,2.6,6.0,0.7, no,0,1.0, False.
2257,85.0,207.9,95.0,35.34,233.5,88.0,19.85,221.3,92.0,9.96,13.5,3.0,3.65, yes,33,1.0, False.
2258,80.0,276.5,122.0,47.01,195.6,79.0,16.63,210.3,78.0,9.46,7.2,3.0,1.94, no,0,1.0, True.
2259,210.0,313.8,87.0,53.35,147.7,103.0,12.55,192.7,97.0,8.67,10.1,7.0,2.73, yes,31,3.0, False.
2260,88.0,288.5,114.0,49.05,203.4,74.0,17.29,228.4,117.0,10.28,13.0,5.0,3.51, yes,25,1.0, False.
2261,100.0,210.9,85.0,35.85,329.3,69.0,27.99,127.1,78.0,5.72,9.4,5.0,2.54, no,0,4.0, False.
2262,154.0,64.9,76.0,11.03,184.1,91.0,15.65,151.6,75.0,6.82,14.6,1.0,3.94, yes,35,1.0, False.
2263,32.0,243.5,137.0,41.4,236.8,108.0,20.13,173.3,149.0,7.8,9.0,9.0,2.43, yes,26,1.0, False.
2264,18.0,197.0,97.0,33.49,203.7,107.0,17.31,202.0,105.0,9.09,8.7,3.0,2.35, no,0,3.0, False.
2265,126.0,278.0,88.0,47.26,253.2,65.0,21.52,223.2,114.0,10.04,8.7,4.0,2.35, yes,31,0.0, False.
2266,144.0,219.9,102.0,37.38,222.1,77.0,18.88,118.5,111.0,5.33,10.0,4.0,2.7, yes,37,1.0, False.
2267,29.0,313.2,103.0,53.24,216.3,151.0,18.39,218.4,106.0,9.83,12.8,4.0,3.46, no,0,2.0, True.
2268,86.0,145.7,88.0,24.77,191.0,129.0,16.24,215.5,82.0,9.7,11.3,7.0,3.05, yes,16,0.0, False.
2269,138.0,75.8,102.0,12.89,173.6,147.0,14.76,162.6,96.0,7.32,8.2,13.0,2.21, yes,37,0.0, False.
2270,146.0,195.9,86.0,33.3,228.6,82.0,19.43,303.5,94.0,13.66,12.2,4.0,3.29, no,0,3.0, False.
2271,175.0,132.0,95.0,22.44,231.2,74.0,19.65,313.4,108.0,14.1,8.7,10.0,2.35, no,0,1.0, False.
2272,74.0,124.0,102.0,21.08,262.1,101.0,22.28,268.2,98.0,12.07,11.7,2.0,3.16, no,0,2.0, False.
2273,48.0,171.9,98.0,29.22,159.0,127.0,13.52,139.5,101.0,6.28,7.6,3.0,2.05, no,0,2.0, False.
2274,74.0,249.4,70.0,42.4,209.5,59.0,17.81,180.6,75.0,8.13,9.9,2.0,2.67, yes,31,4.0, False.
2275,105.0,228.4,100.0,38.83,145.1,108.0,12.33,245.3,140.0,11.04,7.7,7.0,2.08, no,0,0.0, False.
2276,157.0,168.6,71.0,28.66,205.1,48.0,17.43,175.8,88.0,7.91,5.9,2.0,1.59, no,0,3.0, False.
2277,217.0,123.7,138.0,21.03,248.5,105.0,21.12,269.6,78.0,12.13,13.3,4.0,3.59, no,0,0.0, False.
2278,68.0,178.7,61.0,30.38,252.3,84.0,21.45,255.7,76.0,11.51,8.4,4.0,2.27, no,0,1.0, False.
2279,80.0,113.2,86.0,19.24,185.5,97.0,15.77,237.3,145.0,10.68,9.5,5.0,2.57, no,0,1.0, False.
2280,38.0,142.4,106.0,24.21,313.7,109.0,26.66,126.6,117.0,5.7,13.4,6.0,3.62, yes,25,2.0, False.
2281,107.0,204.2,57.0,34.71,205.9,92.0,17.5,286.5,80.0,12.89,8.3,4.0,2.24, yes,38,0.0, False.
2282,140.0,149.7,71.0,25.45,212.5,97.0,18.06,245.9,67.0,11.07,12.6,4.0,3.4, no,0,3.0, False.
2283,98.0,227.1,116.0,38.61,120.5,103.0,10.24,117.0,102.0,5.27,4.7,4.0,1.27, no,0,5.0, True.
2284,114.0,155.3,75.0,26.4,169.9,87.0,14.44,207.0,133.0,9.32,12.6,5.0,3.4, no,0,2.0, False.
2285,46.0,156.4,105.0,26.59,185.5,98.0,15.77,226.7,96.0,10.2,11.8,3.0,3.19, no,0,1.0, False.
2286,118.0,148.7,105.0,25.28,167.3,105.0,14.22,270.6,105.0,12.18,10.4,7.0,2.81, yes,42,0.0, False.
2287,37.0,271.7,112.0,46.19,155.1,96.0,13.18,199.5,97.0,8.98,6.6,4.0,1.78, no,0,3.0, False.
2288,34.0,193.7,74.0,32.93,126.9,84.0,10.79,221.2,166.0,9.95,8.8,4.0,2.38, no,0,0.0, False.
2289,98.0,245.5,54.0,41.74,292.7,83.0,24.88,184.0,90.0,8.28,10.8,7.0,2.92, yes,23,1.0, False.
2290,113.0,245.3,108.0,41.7,259.9,140.0,22.09,204.3,115.0,9.19,10.7,2.0,2.89, no,0,3.0, True.
2291,69.0,196.1,87.0,33.34,236.8,66.0,20.13,182.3,75.0,8.2,11.9,1.0,3.21, no,0,0.0, False.
2292,121.0,134.1,112.0,22.8,195.1,104.0,16.58,159.6,139.0,7.18,10.5,2.0,2.84, no,0,2.0, False.
2293,59.0,225.0,78.0,38.25,191.3,79.0,16.26,226.7,79.0,10.2,9.1,3.0,2.46, yes,31,1.0, False.
2294,59.0,189.7,100.0,32.25,115.9,133.0,9.85,220.6,115.0,9.93,7.4,4.0,2.0, no,0,0.0, False.
2295,190.0,142.9,96.0,24.29,177.9,96.0,15.12,113.3,117.0,5.1,6.6,4.0,1.78, no,0,0.0, False.
2296,109.0,175.6,80.0,29.85,238.0,94.0,20.23,198.4,103.0,8.93,10.2,6.0,2.75, no,0,1.0, False.
2297,136.0,92.4,109.0,15.71,219.0,115.0,18.62,212.6,80.0,9.57,12.9,4.0,3.48, no,0,2.0, False.
2298,86.0,92.8,92.0,15.78,159.6,87.0,13.57,148.7,115.0,6.69,8.8,5.0,2.38, no,0,1.0, False.
2299,100.0,221.7,100.0,37.69,236.1,70.0,20.07,192.7,91.0,8.67,8.0,4.0,2.16, yes,27,0.0, False.
2300,106.0,159.6,94.0,27.13,276.8,118.0,23.53,223.5,65.0,10.06,8.8,3.0,2.38, no,0,0.0, False.
2301,104.0,144.5,107.0,24.57,180.5,85.0,15.34,226.0,94.0,10.17,17.0,6.0,4.59, no,0,2.0, False.
2302,129.0,159.1,100.0,27.05,202.5,90.0,17.21,233.1,96.0,10.49,11.5,6.0,3.11, no,0,2.0, False.
2303,205.0,49.9,123.0,8.48,150.7,81.0,12.81,188.2,67.0,8.47,10.1,4.0,2.73, no,0,2.0, False.
2304,93.0,116.9,120.0,19.87,232.4,97.0,19.75,127.7,112.0,5.75,11.0,9.0,2.97, yes,32,0.0, False.
2305,123.0,150.0,98.0,25.5,89.8,95.0,7.63,326.0,91.0,14.67,11.1,3.0,3.0, no,0,3.0, False.
2306,99.0,254.4,120.0,43.25,159.3,92.0,13.54,264.4,94.0,11.9,6.0,5.0,1.62, no,0,1.0, False.
2307,61.0,270.7,53.0,46.02,200.7,116.0,17.06,201.7,102.0,9.08,10.9,3.0,2.94, yes,33,3.0, False.
2308,71.0,207.0,112.0,35.19,173.8,96.0,14.77,178.4,61.0,8.03,12.1,3.0,3.27, no,0,1.0, False.
2309,4.0,145.3,89.0,24.7,303.8,93.0,25.82,206.1,82.0,9.27,8.9,4.0,2.4, no,0,0.0, False.
2310,148.0,230.7,102.0,39.22,233.8,109.0,19.87,215.8,90.0,9.71,13.5,2.0,3.65, yes,25,3.0, False.
2311,141.0,151.5,104.0,25.76,242.2,114.0,20.59,304.2,109.0,13.69,10.8,2.0,2.92, no,0,1.0, False.
2312,56.0,146.1,57.0,24.84,196.2,97.0,16.68,310.1,110.0,13.95,9.2,3.0,2.48, no,0,0.0, False.
2313,160.0,256.0,111.0,43.52,187.4,61.0,15.93,119.1,81.0,5.36,11.5,4.0,3.11, no,0,3.0, False.
2314,43.0,200.2,105.0,34.03,244.4,88.0,20.77,207.2,97.0,9.32,11.6,4.0,3.13, yes,35,3.0, False.
2315,42.0,150.7,52.0,25.62,246.7,96.0,20.97,103.8,118.0,4.67,7.0,4.0,1.89, no,0,2.0, False.
2316,135.0,186.0,107.0,31.62,66.0,94.0,5.61,213.1,105.0,9.59,12.9,4.0,3.48, no,0,1.0, False.
2317,106.0,212.9,110.0,36.19,187.0,69.0,15.9,128.1,71.0,5.76,6.3,3.0,1.7, no,0,3.0, False.
2318,106.0,194.8,133.0,33.12,213.4,73.0,18.14,190.8,92.0,8.59,11.5,7.0,3.11, no,0,0.0, False.
2319,83.0,272.5,105.0,46.33,253.0,83.0,21.51,180.8,123.0,8.14,8.7,6.0,2.35, yes,30,3.0, False.
2320,110.0,135.1,109.0,22.97,205.2,99.0,17.44,166.3,119.0,7.48,11.7,4.0,3.16, no,0,1.0, False.
2321,153.0,154.6,56.0,26.28,263.0,84.0,22.36,367.7,89.0,16.55,15.5,2.0,4.19, no,0,1.0, False.
2322,109.0,230.5,116.0,39.19,265.8,130.0,22.59,269.7,69.0,12.14,10.6,6.0,2.86, yes,35,5.0, False.
2323,31.0,165.4,84.0,28.12,203.7,107.0,17.31,201.7,65.0,9.08,8.2,1.0,2.21, no,0,1.0, False.
2324,124.0,143.3,120.0,24.36,230.7,111.0,19.61,214.3,91.0,9.64,7.8,2.0,2.11, no,0,4.0, True.
2325,110.0,271.1,108.0,46.09,237.0,122.0,20.15,239.9,122.0,10.8,9.8,5.0,2.65, no,0,2.0, True.
2326,124.0,253.5,104.0,43.1,117.9,123.0,10.02,248.5,104.0,11.18,14.0,2.0,3.78, no,0,0.0, False.
2327,82.0,167.1,77.0,28.41,131.8,79.0,11.2,187.4,98.0,8.43,9.4,1.0,2.54, no,0,6.0, True.
2328,122.0,168.3,96.0,28.61,87.6,91.0,7.45,247.2,87.0,11.12,8.4,6.0,2.27, no,0,1.0, False.
2329,137.0,104.7,115.0,17.8,249.8,144.0,21.23,192.3,99.0,8.65,8.9,2.0,2.4, no,0,1.0, False.
2330,69.0,135.4,101.0,23.02,238.1,124.0,20.24,195.6,102.0,8.8,10.6,2.0,2.86, no,0,1.0, False.
2331,46.0,191.4,102.0,32.54,361.8,96.0,30.75,147.5,132.0,6.64,7.2,2.0,1.94, yes,34,1.0, False.
2332,103.0,158.7,90.0,26.98,198.4,117.0,16.86,181.1,76.0,8.15,10.5,4.0,2.84, no,0,1.0, False.
2333,16.0,144.8,84.0,24.62,164.9,141.0,14.02,231.5,75.0,10.42,8.2,4.0,2.21, no,0,2.0, False.
2334,119.0,98.8,97.0,16.8,146.9,68.0,12.49,190.7,105.0,8.58,10.0,4.0,2.7, no,0,3.0, False.
2335,124.0,157.8,71.0,26.83,203.2,114.0,17.27,168.7,82.0,7.59,10.0,2.0,2.7, no,0,3.0, True.
2336,122.0,163.0,107.0,27.71,312.8,118.0,26.59,200.0,85.0,9.0,11.6,5.0,3.13, yes,37,1.0, False.
2337,139.0,181.6,119.0,30.87,335.7,118.0,28.53,149.8,64.0,6.74,8.3,6.0,2.24, no,0,4.0, False.
2338,67.0,129.0,78.0,21.93,188.0,116.0,15.98,235.0,102.0,10.58,11.2,3.0,3.02, no,0,2.0, False.
2339,84.0,86.0,83.0,14.62,260.7,86.0,22.16,98.6,109.0,4.44,8.9,4.0,2.4, no,0,1.0, False.
2340,101.0,193.9,71.0,32.96,189.8,81.0,16.13,196.3,97.0,8.83,12.6,7.0,3.4, yes,17,0.0, False.
2341,40.0,109.4,107.0,18.6,244.7,102.0,20.8,276.9,123.0,12.46,7.1,7.0,1.92, no,0,0.0, False.
2342,61.0,188.9,105.0,32.11,153.6,116.0,13.06,213.3,106.0,9.6,10.2,2.0,2.75, no,0,2.0, False.
2343,120.0,179.9,72.0,30.58,170.0,98.0,14.45,190.6,89.0,8.58,13.8,2.0,3.73, no,0,1.0, True.
2344,95.0,183.4,98.0,31.18,281.3,95.0,23.91,105.2,113.0,4.73,8.2,8.0,2.21, no,0,1.0, False.
2345,98.0,288.1,101.0,48.98,137.9,93.0,11.72,206.5,88.0,9.29,0.0,0.0,0.0, no,0,0.0, False.
2346,114.0,169.2,96.0,28.76,149.9,83.0,12.74,196.9,119.0,8.86,4.6,4.0,1.24, no,0,2.0, False.
2347,68.0,195.5,113.0,33.24,171.6,96.0,14.59,204.0,85.0,9.18,13.5,9.0,3.65, yes,29,1.0, True.
2348,149.0,264.4,102.0,44.95,219.6,123.0,18.67,200.4,89.0,9.02,11.3,3.0,3.05, yes,20,2.0, False.
2349,22.0,207.7,116.0,35.31,210.6,99.0,17.9,238.2,88.0,10.72,9.6,5.0,2.59, no,0,0.0, False.
2350,176.0,169.5,151.0,28.82,112.9,84.0,9.6,56.6,99.0,2.55,8.7,4.0,2.35, no,0,0.0, False.
2351,152.0,141.5,102.0,24.06,263.0,94.0,22.36,207.1,113.0,9.32,3.4,4.0,0.92, no,0,2.0, False.
2352,118.0,154.8,71.0,26.32,244.0,73.0,20.74,159.6,81.0,7.18,12.8,4.0,3.46, no,0,0.0, False.
2353,101.0,133.5,51.0,22.7,219.6,96.0,18.67,210.0,74.0,9.45,11.7,4.0,3.16, no,0,1.0, False.
2354,102.0,273.2,85.0,46.44,211.1,82.0,17.94,203.7,129.0,9.17,13.1,7.0,3.54, no,0,2.0, True.
2355,118.0,224.6,94.0,38.18,225.9,120.0,19.2,269.0,105.0,12.11,12.5,8.0,3.38, no,0,2.0, False.
2356,105.0,273.8,97.0,46.55,289.7,106.0,24.62,269.1,126.0,12.11,5.8,3.0,1.57, no,0,2.0, True.
2357,153.0,159.5,103.0,27.12,275.5,90.0,23.42,176.7,126.0,7.95,10.1,2.0,2.73, no,0,1.0, True.
2358,71.0,104.0,92.0,17.68,197.0,125.0,16.75,110.1,123.0,4.95,14.6,8.0,3.94, no,0,0.0, False.
2359,71.0,115.4,90.0,19.62,217.4,78.0,18.48,239.9,102.0,10.8,13.1,4.0,3.54, yes,31,1.0, False.
2360,68.0,222.1,107.0,37.76,199.4,102.0,16.95,162.4,107.0,7.31,9.4,3.0,2.54, no,0,2.0, False.
2361,66.0,116.4,98.0,19.79,95.6,74.0,8.13,181.5,94.0,8.17,10.5,3.0,2.84, no,0,3.0, False.
2362,101.0,217.7,118.0,37.01,231.7,128.0,19.69,185.3,128.0,8.34,0.0,0.0,0.0, no,0,3.0, False.
2363,116.0,129.4,84.0,22.0,157.3,89.0,13.37,215.5,77.0,9.7,13.3,3.0,3.59, no,0,0.0, False.
2364,54.0,161.8,73.0,27.51,273.0,58.0,23.21,153.9,76.0,6.93,13.7,4.0,3.7, yes,33,0.0, False.
2365,112.0,198.8,122.0,33.8,238.6,114.0,20.28,289.5,69.0,13.03,11.5,5.0,3.11, yes,29,1.0, False.
2366,122.0,147.8,85.0,25.13,147.4,93.0,12.53,203.5,110.0,9.16,14.0,5.0,3.78, yes,45,1.0, False.
2367,74.0,262.3,114.0,44.59,198.9,96.0,16.91,165.9,90.0,7.47,6.6,5.0,1.78, no,0,3.0, False.
2368,243.0,246.4,83.0,41.89,160.3,88.0,13.63,170.9,99.0,7.69,7.6,7.0,2.05, no,0,1.0, False.
2369,112.0,174.3,123.0,29.63,140.2,124.0,11.92,215.4,89.0,9.69,9.0,6.0,2.43, no,0,4.0, True.
2370,85.0,183.4,111.0,31.18,168.8,98.0,14.35,199.7,97.0,8.99,9.9,4.0,2.67, no,0,4.0, False.
2371,100.0,191.9,95.0,1128.372,200.9,101.0,17.08,271.9,74.0,12.24,18.2,3.0,4.91, no,0,1.0, False.
2372,114.0,187.8,109.0,31.93,154.6,97.0,13.14,213.9,102.0,9.63,10.1,3.0,2.73, no,0,2.0, False.
2373,83.0,259.7,106.0,44.15,152.7,116.0,12.98,224.7,92.0,10.11,10.2,2.0,2.75, no,0,0.0, False.
2374,157.0,180.4,123.0,30.67,194.0,98.0,16.49,227.3,88.0,10.23,8.4,5.0,2.27, no,0,0.0, False.
2375,51.0,51.8,107.0,8.81,230.2,104.0,19.57,227.5,118.0,10.24,10.4,4.0,2.81, no,0,2.0, False.
2376,42.0,303.9,106.0,51.66,232.2,54.0,19.74,147.1,76.0,6.62,5.8,3.0,1.57, no,0,1.0, True.
2377,101.0,123.7,125.0,21.03,172.6,106.0,14.67,280.5,127.0,12.62,8.8,4.0,2.38, yes,36,1.0, True.
2378,112.0,206.2,122.0,35.05,164.5,94.0,13.98,140.3,101.0,6.31,12.6,7.0,3.4, no,0,3.0, False.
2379,56.0,164.3,92.0,27.93,233.7,107.0,19.86,187.3,104.0,8.43,11.8,1.0,3.19, no,0,2.0, False.
2380,53.0,228.6,117.0,38.86,132.8,123.0,11.29,227.2,124.0,10.22,10.1,2.0,2.73, no,0,9.0, True.
2381,64.0,200.4,80.0,34.07,131.1,84.0,11.14,230.7,67.0,10.38,7.6,5.0,2.05, yes,22,1.0, False.
2382,123.0,154.3,107.0,26.23,183.0,111.0,15.56,54.0,134.0,2.43,10.9,8.0,2.94, no,0,0.0, False.
2383,68.0,122.9,93.0,20.89,233.5,91.0,19.85,199.5,144.0,8.98,9.6,2.0,2.59, yes,30,2.0, False.
2384,40.0,220.8,100.0,37.54,265.7,106.0,22.58,212.8,94.0,9.58,6.4,3.0,1.73, no,0,0.0, False.
2385,132.0,214.6,78.0,36.48,251.7,98.0,21.39,240.8,88.0,10.84,13.9,2.0,3.75, no,0,0.0, False.
2386,120.0,202.0,123.0,34.34,184.3,78.0,15.67,176.0,89.0,7.92,7.4,2.0,2.0, no,0,2.0, True.
2387,108.0,209.5,108.0,35.62,109.6,64.0,9.32,189.7,145.0,8.54,9.1,6.0,2.46, yes,32,6.0, True.
2388,161.0,297.9,141.0,50.64,238.1,107.0,20.24,240.5,93.0,10.82,8.9,5.0,2.4, no,0,1.0, True.
2389,130.0,212.8,102.0,36.18,189.8,137.0,16.13,170.1,175.0,7.65,10.6,4.0,2.86, no,0,0.0, True.
2390,122.0,145.6,102.0,24.75,284.7,111.0,24.2,228.2,91.0,10.27,12.2,5.0,3.29, no,0,0.0, False.
2391,130.0,152.9,87.0,25.99,213.2,99.0,18.12,205.3,114.0,9.24,10.8,6.0,2.92, yes,19,2.0, False.
2392,90.0,125.4,158.0,21.32,269.1,83.0,22.87,238.6,103.0,10.74,11.0,7.0,2.97, no,0,1.0, False.
2393,139.0,138.3,96.0,23.51,80.6,79.0,6.85,163.7,83.0,7.37,8.3,8.0,2.24, yes,25,0.0, False.
2394,57.0,189.3,157.0,32.18,174.9,70.0,14.87,221.9,117.0,9.99,11.2,5.0,3.02, no,0,3.0, False.
2395,128.0,199.3,86.0,33.88,194.8,102.0,16.56,298.2,82.0,13.42,14.3,2.0,3.86, no,0,4.0, False.
2396,127.0,247.5,99.0,42.08,108.5,118.0,9.22,232.0,72.0,10.44,10.6,3.0,2.86, no,0,2.0, False.
2397,107.0,294.9,71.0,50.13,192.8,78.0,16.39,148.1,87.0,6.66,13.2,5.0,3.56, no,0,1.0, True.
2398,177.0,175.4,99.0,29.82,155.3,83.0,13.2,179.4,86.0,8.07,11.5,3.0,3.11, no,0,1.0, False.
2399,121.0,179.4,70.0,30.5,143.0,93.0,12.16,116.3,113.0,5.23,11.2,5.0,3.02, no,0,1.0, False.
2400,99.0,126.8,94.0,21.56,293.6,115.0,24.96,174.1,91.0,7.83,8.4,4.0,2.27, yes,39,0.0, False.
2401,126.0,239.7,87.0,40.75,281.7,92.0,23.94,183.5,113.0,8.26,11.4,1.0,3.08, no,0,1.0, True.
2402,77.0,143.0,101.0,24.31,212.2,102.0,18.04,104.9,120.0,4.72,15.3,4.0,4.13, yes,33,5.0, True.
2403,21.0,91.9,109.0,15.62,198.4,111.0,16.86,171.7,125.0,7.73,13.0,7.0,3.51, no,0,2.0, False.
2404,56.0,210.4,80.0,35.77,176.6,96.0,15.01,149.7,56.0,6.74,15.5,4.0,4.19, no,0,1.0, False.
2405,92.0,201.3,130.0,34.22,203.7,115.0,17.31,129.9,113.0,5.85,6.4,6.0,1.73, yes,29,1.0, True.
2406,81.0,145.6,59.0,24.75,287.9,131.0,24.47,181.7,121.0,8.18,9.2,4.0,2.48, no,0,2.0, False.
2407,139.0,203.5,82.0,34.6,200.3,72.0,17.03,214.0,112.0,9.63,13.4,6.0,3.62, yes,31,1.0, True.
2408,68.0,232.4,76.0,39.51,153.3,103.0,13.03,214.6,107.0,9.66,10.5,2.0,2.84, no,0,1.0, False.
2409,183.0,86.5,119.0,14.71,285.2,97.0,24.24,180.4,133.0,8.12,8.7,2.0,2.35, yes,8,2.0, False.
2410,90.0,109.9,102.0,18.68,220.8,114.0,18.77,104.0,133.0,4.68,10.9,6.0,2.94, no,0,0.0, False.
2411,165.0,156.0,88.0,26.52,276.1,81.0,23.47,175.9,94.0,7.92,9.3,5.0,2.51, no,0,1.0, False.
2412,89.0,326.3,112.0,55.47,165.1,110.0,14.03,162.9,97.0,7.33,7.5,1.0,2.03, no,0,1.0, True.
2413,59.0,195.0,58.0,33.15,198.5,88.0,16.87,304.3,110.0,13.69,14.8,9.0,4.0, no,0,0.0, False.
2414,16.0,110.0,91.0,18.7,147.3,75.0,12.52,190.5,73.0,8.57,6.4,7.0,1.73, no,0,0.0, False.
2415,114.0,147.1,119.0,25.01,161.0,111.0,13.69,275.9,106.0,12.42,9.0,3.0,2.43, no,0,5.0, True.
2416,113.0,156.0,141.0,26.52,256.8,72.0,21.83,175.3,123.0,7.89,11.9,5.0,3.21, no,0,2.0, False.
2417,120.0,98.2,99.0,16.69,186.7,85.0,15.87,146.7,96.0,6.6,9.3,4.0,2.51, no,0,2.0, False.
2418,115.0,210.6,120.0,35.8,153.1,84.0,13.01,262.2,79.0,11.8,11.0,5.0,2.97, no,0,0.0, False.
2419,37.0,239.9,120.0,40.78,261.6,88.0,22.24,207.1,88.0,9.32,8.9,4.0,2.4, no,0,2.0, True.
2420,100.0,159.9,94.0,27.18,179.9,95.0,15.29,154.4,102.0,6.95,11.6,2.0,3.13, no,0,2.0, True.
2421,132.0,197.8,66.0,33.63,133.9,119.0,11.38,177.3,94.0,7.98,10.9,3.0,2.94, no,0,4.0, True.
2422,38.0,115.4,98.0,19.62,166.2,83.0,14.13,184.7,79.0,8.31,15.2,6.0,4.1, yes,36,2.0, False.
2423,1.0,123.8,113.0,21.05,236.2,77.0,20.08,73.2,81.0,3.29,3.7,2.0,1.0, no,0,0.0, False.
2424,97.0,117.6,97.0,19.99,196.3,126.0,16.69,157.4,113.0,7.08,6.4,3.0,1.73, yes,15,1.0, False.
2425,55.0,105.3,82.0,17.9,197.4,109.0,16.78,187.5,91.0,8.44,8.6,6.0,2.32, yes,28,2.0, False.
2426,75.0,111.7,121.0,18.99,237.3,119.0,20.17,253.5,110.0,11.41,13.1,6.0,3.54, no,0,1.0, False.
2427,83.0,159.3,104.0,27.08,202.3,98.0,17.2,229.0,73.0,10.31,9.5,3.0,2.57, no,0,2.0, False.
2428,40.0,81.7,123.0,13.89,210.2,108.0,17.87,212.0,64.0,9.54,11.3,3.0,3.05, no,0,6.0, True.
2429,101.0,238.0,88.0,40.46,209.6,84.0,17.82,233.0,95.0,10.49,10.0,5.0,2.7, yes,21,2.0, False.
2430,120.0,128.1,99.0,21.78,247.7,78.0,21.05,199.7,121.0,8.99,15.6,3.0,4.21, yes,40,0.0, False.
2431,183.0,171.2,104.0,29.1,193.6,74.0,16.46,196.5,85.0,8.84,10.2,4.0,2.75, yes,31,1.0, False.
2432,75.0,109.0,88.0,18.53,259.3,120.0,22.04,182.1,119.0,8.19,13.3,3.0,3.59, no,0,4.0, True.
2433,80.0,220.0,114.0,37.4,207.7,76.0,17.65,168.4,137.0,7.58,12.1,3.0,3.27, no,0,2.0, False.
2434,88.0,55.6,65.0,9.45,242.7,121.0,20.63,176.3,134.0,7.93,11.3,4.0,3.05, no,0,0.0, False.
2435,112.0,286.6,79.0,48.72,315.3,102.0,26.8,193.9,101.0,8.73,10.3,6.0,2.78, yes,23,1.0, False.
2436,63.0,207.6,96.0,35.29,229.0,112.0,19.47,162.6,131.0,7.32,13.3,2.0,3.59, no,0,1.0, False.
2437,105.0,109.6,108.0,18.63,249.3,119.0,21.19,321.2,101.0,14.45,8.3,4.0,2.24, yes,31,4.0, True.
2438,92.0,197.2,113.0,33.52,242.3,116.0,20.6,192.0,76.0,8.64,11.0,5.0,2.97, no,0,2.0, False.
2439,177.0,175.7,120.0,29.87,168.6,90.0,14.33,198.9,110.0,8.95,14.6,4.0,3.94, no,0,1.0, False.
